scenario,scenario_label,product,product_label,day,bucket,bucket_pnl,avg_position,avg_abs_position
front_bias_depth_25,Front-biased depth +25%,ASH_COATED_OSMIUM,ASH,0,6,2406.5,14.960921843687375,16.45791583166333
front_bias_depth_25,Front-biased depth +25%,ASH_COATED_OSMIUM,ASH,0,7,1944.5,18.194,18.752
front_bias_depth_25,Front-biased depth +25%,ASH_COATED_OSMIUM,ASH,0,8,2938.0,14.269809428284855,14.8876629889669
front_bias_depth_25,Front-biased depth +25%,ASH_COATED_OSMIUM,ASH,0,9,2169.0,21.062124248496993,21.392785571142284
front_bias_depth_25,Front-biased depth +25%,ASH_COATED_OSMIUM,ASH,0,10,2676.0,-3.261,13.051
front_bias_depth_25,Front-biased depth +25%,ASH_COATED_OSMIUM,ASH,1,1,1998.0,15.595979899497488,22.922613065326633
front_bias_depth_25,Front-biased depth +25%,ASH_COATED_OSMIUM,ASH,1,2,2006.0,38.17352056168505,38.17352056168505
front_bias_depth_25,Front-biased depth +25%,ASH_COATED_OSMIUM,ASH,1,3,2156.0,63.62788365095286,63.62788365095286
front_bias_depth_25,Front-biased depth +25%,ASH_COATED_OSMIUM,ASH,1,4,2675.0,20.746492985971944,22.54609218436874
front_bias_depth_25,Front-biased depth +25%,ASH_COATED_OSMIUM,ASH,1,5,2742.0,10.233466933867735,17.09118236472946
front_bias_depth_25,Front-biased depth +25%,ASH_COATED_OSMIUM,ASH,1,6,1969.0,6.998,22.854
front_bias_depth_25,Front-biased depth +25%,ASH_COATED_OSMIUM,ASH,1,7,2134.5,4.632264529058117,12.123246492985972
front_bias_depth_25,Front-biased depth +25%,ASH_COATED_OSMIUM,ASH,1,8,2675.5,6.744488977955911,20.31362725450902
front_bias_depth_25,Front-biased depth +25%,ASH_COATED_OSMIUM,ASH,1,9,2183.0,13.687,13.831
front_bias_depth_25,Front-biased depth +25%,ASH_COATED_OSMIUM,ASH,1,10,2608.0,4.926780341023069,12.38716148445336
front_bias_depth_25,Front-biased depth +25%,INTARIAN_PEPPER_ROOT,PEPPER,-1,1,7925.0,73.67101303911735,73.67101303911735
front_bias_depth_25,Front-biased depth +25%,INTARIAN_PEPPER_ROOT,PEPPER,-1,2,7828.0,74.21464393179538,74.21464393179538
front_bias_depth_25,Front-biased depth +25%,INTARIAN_PEPPER_ROOT,PEPPER,-1,3,7830.0,71.413,71.413
front_bias_depth_25,Front-biased depth +25%,INTARIAN_PEPPER_ROOT,PEPPER,-1,4,8141.0,71.73019057171514,71.73019057171514
front_bias_depth_25,Front-biased depth +25%,INTARIAN_PEPPER_ROOT,PEPPER,-1,5,8273.0,72.83083083083083,72.83083083083083
front_bias_depth_25,Front-biased depth +25%,INTARIAN_PEPPER_ROOT,PEPPER,-1,6,8352.0,74.042,74.042
front_bias_depth_25,Front-biased depth +25%,INTARIAN_PEPPER_ROOT,PEPPER,-1,7,8090.0,69.50550550550551,69.50550550550551
front_bias_depth_25,Front-biased depth +25%,INTARIAN_PEPPER_ROOT,PEPPER,-1,8,8365.5,72.92992992992993,72.92992992992993
front_bias_depth_25,Front-biased depth +25%,INTARIAN_PEPPER_ROOT,PEPPER,-1,9,8001.5,74.321,74.321
front_bias_depth_25,Front-biased depth +25%,INTARIAN_PEPPER_ROOT,PEPPER,-1,10,8441.0,70.74074074074075,70.74074074074075
front_bias_depth_25,Front-biased depth +25%,INTARIAN_PEPPER_ROOT,PEPPER,0,1,7798.5,74.07515030060121,74.07515030060121
front_bias_depth_25,Front-biased depth +25%,INTARIAN_PEPPER_ROOT,PEPPER,0,2,7684.0,68.41382765531063,68.41382765531063
front_bias_depth_25,Front-biased depth +25%,INTARIAN_PEPPER_ROOT,PEPPER,0,3,7679.5,69.84769539078157,69.84769539078157
front_bias_depth_25,Front-biased depth +25%,INTARIAN_PEPPER_ROOT,PEPPER,0,4,8454.0,72.92592592592592,72.92592592592592
front_bias_depth_25,Front-biased depth +25%,INTARIAN_PEPPER_ROOT,PEPPER,0,5,8330.0,70.6,70.6
front_bias_depth_25,Front-biased depth +25%,INTARIAN_PEPPER_ROOT,PEPPER,0,6,7262.0,71.61847389558233,71.61847389558233
front_bias_depth_25,Front-biased depth +25%,INTARIAN_PEPPER_ROOT,PEPPER,0,7,8862.0,67.387,67.387
front_bias_depth_25,Front-biased depth +25%,INTARIAN_PEPPER_ROOT,PEPPER,0,8,8423.0,72.26753507014028,72.26753507014028
front_bias_depth_25,Front-biased depth +25%,INTARIAN_PEPPER_ROOT,PEPPER,0,9,8511.0,73.247,73.247
front_bias_depth_25,Front-biased depth +25%,INTARIAN_PEPPER_ROOT,PEPPER,0,10,8020.0,66.32864321608041,66.32864321608041
front_bias_depth_25,Front-biased depth +25%,INTARIAN_PEPPER_ROOT,PEPPER,1,1,7339.0,66.58375125376128,66.58375125376128
front_bias_depth_25,Front-biased depth +25%,INTARIAN_PEPPER_ROOT,PEPPER,1,2,8414.0,68.28128128128128,68.28128128128128
front_bias_depth_25,Front-biased depth +25%,INTARIAN_PEPPER_ROOT,PEPPER,1,3,7544.0,64.6106106106106,64.6106106106106
front_bias_depth_25,Front-biased depth +25%,INTARIAN_PEPPER_ROOT,PEPPER,1,4,7798.0,69.44589178356713,69.44589178356713
front_bias_depth_25,Front-biased depth +25%,INTARIAN_PEPPER_ROOT,PEPPER,1,5,8664.0,71.39178356713427,71.39178356713427
front_bias_depth_25,Front-biased depth +25%,INTARIAN_PEPPER_ROOT,PEPPER,1,6,8199.0,74.75879396984925,74.75879396984925
front_bias_depth_25,Front-biased depth +25%,INTARIAN_PEPPER_ROOT,PEPPER,1,7,7822.0,61.45645645645646,61.45645645645646
front_bias_depth_25,Front-biased depth +25%,INTARIAN_PEPPER_ROOT,PEPPER,1,8,8158.0,68.393,68.393
front_bias_depth_25,Front-biased depth +25%,INTARIAN_PEPPER_ROOT,PEPPER,1,9,8348.0,70.968,70.968
front_bias_depth_25,Front-biased depth +25%,INTARIAN_PEPPER_ROOT,PEPPER,1,10,7935.0,64.53353353353353,64.53353353353353
front_bias_depth_25,Front-biased depth +25%,TOTAL,TOTAL,-1,1,10675.0,,
front_bias_depth_25,Front-biased depth +25%,TOTAL,TOTAL,-1,2,10118.0,,
front_bias_depth_25,Front-biased depth +25%,TOTAL,TOTAL,-1,3,9960.0,,
front_bias_depth_25,Front-biased depth +25%,TOTAL,TOTAL,-1,4,10906.0,,
front_bias_depth_25,Front-biased depth +25%,TOTAL,TOTAL,-1,5,11071.0,,
front_bias_depth_25,Front-biased depth +25%,TOTAL,TOTAL,-1,6,10137.0,,
front_bias_depth_25,Front-biased depth +25%,TOTAL,TOTAL,-1,7,10564.0,,
front_bias_depth_25,Front-biased depth +25%,TOTAL,TOTAL,-1,8,10622.5,,
front_bias_depth_25,Front-biased depth +25%,TOTAL,TOTAL,-1,9,10151.5,,
front_bias_depth_25,Front-biased depth +25%,TOTAL,TOTAL,-1,10,10763.0,,
front_bias_depth_25,Front-biased depth +25%,TOTAL,TOTAL,0,1,10414.5,,
front_bias_depth_25,Front-biased depth +25%,TOTAL,TOTAL,0,2,10161.0,,
front_bias_depth_25,Front-biased depth +25%,TOTAL,TOTAL,0,3,9601.5,,
front_bias_depth_25,Front-biased depth +25%,TOTAL,TOTAL,0,4,10883.0,,
front_bias_depth_25,Front-biased depth +25%,TOTAL,TOTAL,0,5,10918.0,,
front_bias_depth_25,Front-biased depth +25%,TOTAL,TOTAL,0,6,9668.5,,
front_bias_depth_25,Front-biased depth +25%,TOTAL,TOTAL,0,7,10806.5,,
front_bias_depth_25,Front-biased depth +25%,TOTAL,TOTAL,0,8,11361.0,,
front_bias_depth_25,Front-biased depth +25%,TOTAL,TOTAL,0,9,10680.0,,
front_bias_depth_25,Front-biased depth +25%,TOTAL,TOTAL,0,10,10696.0,,
front_bias_depth_25,Front-biased depth +25%,TOTAL,TOTAL,1,1,9337.0,,
front_bias_depth_25,Front-biased depth +25%,TOTAL,TOTAL,1,2,10420.0,,
front_bias_depth_25,Front-biased depth +25%,TOTAL,TOTAL,1,3,9700.0,,
front_bias_depth_25,Front-biased depth +25%,TOTAL,TOTAL,1,4,10473.0,,
front_bias_depth_25,Front-biased depth +25%,TOTAL,TOTAL,1,5,11406.0,,
front_bias_depth_25,Front-biased depth +25%,TOTAL,TOTAL,1,6,10168.0,,
front_bias_depth_25,Front-biased depth +25%,TOTAL,TOTAL,1,7,9956.5,,
front_bias_depth_25,Front-biased depth +25%,TOTAL,TOTAL,1,8,10833.5,,
front_bias_depth_25,Front-biased depth +25%,TOTAL,TOTAL,1,9,10531.0,,
front_bias_depth_25,Front-biased depth +25%,TOTAL,TOTAL,1,10,10543.0,,
uniform_depth_trade_125,Depth +25% + trades +25%,ASH_COATED_OSMIUM,ASH,-1,1,3123.0,33.77555110220441,33.96993987975952
uniform_depth_trade_125,Depth +25% + trades +25%,ASH_COATED_OSMIUM,ASH,-1,2,2651.0,53.805805805805804,53.805805805805804
uniform_depth_trade_125,Depth +25% + trades +25%,ASH_COATED_OSMIUM,ASH,-1,3,2440.0,53.624,53.624
uniform_depth_trade_125,Depth +25% + trades +25%,ASH_COATED_OSMIUM,ASH,-1,4,3250.0,38.55967903711134,38.684052156469406
uniform_depth_trade_125,Depth +25% + trades +25%,ASH_COATED_OSMIUM,ASH,-1,5,3302.0,34.446,35.02
uniform_depth_trade_125,Depth +25% + trades +25%,ASH_COATED_OSMIUM,ASH,-1,6,2035.0,49.0140562248996,49.0140562248996
uniform_depth_trade_125,Depth +25% + trades +25%,ASH_COATED_OSMIUM,ASH,-1,7,2908.0,63.315,63.315
uniform_depth_trade_125,Depth +25% + trades +25%,ASH_COATED_OSMIUM,ASH,-1,8,2767.0,38.56613226452906,38.56613226452906
uniform_depth_trade_125,Depth +25% + trades +25%,ASH_COATED_OSMIUM,ASH,-1,9,2392.0,19.399799599198396,19.54208416833667
uniform_depth_trade_125,Depth +25% + trades +25%,ASH_COATED_OSMIUM,ASH,-1,10,2726.0,1.7037037037037037,10.284284284284285
uniform_depth_trade_125,Depth +25% + trades +25%,ASH_COATED_OSMIUM,ASH,0,1,2955.0,28.21063189568706,29.005015045135405
uniform_depth_trade_125,Depth +25% + trades +25%,ASH_COATED_OSMIUM,ASH,0,2,2880.0,14.854709418837675,15.495991983967937
uniform_depth_trade_125,Depth +25% + trades +25%,ASH_COATED_OSMIUM,ASH,0,3,2159.0,51.73973973973974,51.73973973973974
uniform_depth_trade_125,Depth +25% + trades +25%,ASH_COATED_OSMIUM,ASH,0,4,2917.0,2.849699398797595,9.468937875751504
uniform_depth_trade_125,Depth +25% + trades +25%,ASH_COATED_OSMIUM,ASH,0,5,3229.0,-9.154154154154154,18.205205205205207
uniform_depth_trade_125,Depth +25% + trades +25%,ASH_COATED_OSMIUM,ASH,0,6,2714.5,13.750501002004007,16.35571142284569
uniform_depth_trade_125,Depth +25% + trades +25%,ASH_COATED_OSMIUM,ASH,0,7,2511.0,8.929,14.451
uniform_depth_trade_125,Depth +25% + trades +25%,ASH_COATED_OSMIUM,ASH,0,8,3446.5,12.060180541624874,14.377131394182548
uniform_depth_trade_125,Depth +25% + trades +25%,ASH_COATED_OSMIUM,ASH,0,9,2431.0,10.08316633266533,14.950901803607215
uniform_depth_trade_125,Depth +25% + trades +25%,ASH_COATED_OSMIUM,ASH,0,10,2916.0,-8.54,13.614
uniform_depth_trade_125,Depth +25% + trades +25%,ASH_COATED_OSMIUM,ASH,1,1,2414.0,17.87437185929648,22.79497487437186
uniform_depth_trade_125,Depth +25% + trades +25%,ASH_COATED_OSMIUM,ASH,1,2,2338.0,37.39418254764293,37.39418254764293
uniform_depth_trade_125,Depth +25% + trades +25%,ASH_COATED_OSMIUM,ASH,1,3,2532.5,61.75727181544634,61.75727181544634
uniform_depth_trade_125,Depth +25% + trades +25%,ASH_COATED_OSMIUM,ASH,1,4,3085.5,17.5561122244489,18.85871743486974
uniform_depth_trade_125,Depth +25% + trades +25%,ASH_COATED_OSMIUM,ASH,1,5,3233.0,11.363727454909819,18.772545090180362
uniform_depth_trade_125,Depth +25% + trades +25%,ASH_COATED_OSMIUM,ASH,1,6,2312.0,17.526,22.996
uniform_depth_trade_125,Depth +25% + trades +25%,ASH_COATED_OSMIUM,ASH,1,7,2408.0,7.312625250501002,13.472945891783567
uniform_depth_trade_125,Depth +25% + trades +25%,ASH_COATED_OSMIUM,ASH,1,8,3120.0,10.628256513026052,20.750501002004007
uniform_depth_trade_125,Depth +25% + trades +25%,ASH_COATED_OSMIUM,ASH,1,9,2465.0,8.577,10.461
uniform_depth_trade_125,Depth +25% + trades +25%,ASH_COATED_OSMIUM,ASH,1,10,2947.0,1.254764292878636,10.414242728184554
uniform_depth_trade_125,Depth +25% + trades +25%,INTARIAN_PEPPER_ROOT,PEPPER,-1,1,7893.0,72.79237713139418,72.79237713139418
uniform_depth_trade_125,Depth +25% + trades +25%,INTARIAN_PEPPER_ROOT,PEPPER,-1,2,7881.0,73.66499498495486,73.66499498495486
uniform_depth_trade_125,Depth +25% + trades +25%,INTARIAN_PEPPER_ROOT,PEPPER,-1,3,7887.0,70.723,70.723
uniform_depth_trade_125,Depth +25% + trades +25%,INTARIAN_PEPPER_ROOT,PEPPER,-1,4,8274.0,71.5667001003009,71.5667001003009
uniform_depth_trade_125,Depth +25% + trades +25%,INTARIAN_PEPPER_ROOT,PEPPER,-1,5,8398.0,72.96396396396396,72.96396396396396
uniform_depth_trade_125,Depth +25% + trades +25%,INTARIAN_PEPPER_ROOT,PEPPER,-1,6,8557.0,74.545,74.545
uniform_depth_trade_125,Depth +25% + trades +25%,INTARIAN_PEPPER_ROOT,PEPPER,-1,7,8222.0,68.78878878878879,68.78878878878879
uniform_depth_trade_125,Depth +25% + trades +25%,INTARIAN_PEPPER_ROOT,PEPPER,-1,8,8450.0,72.85985985985985,72.85985985985985
uniform_depth_trade_125,Depth +25% + trades +25%,INTARIAN_PEPPER_ROOT,PEPPER,-1,9,8215.0,73.352,73.352
uniform_depth_trade_125,Depth +25% + trades +25%,INTARIAN_PEPPER_ROOT,PEPPER,-1,10,8414.5,69.11211211211211,69.11211211211211
uniform_depth_trade_125,Depth +25% + trades +25%,INTARIAN_PEPPER_ROOT,PEPPER,0,1,7873.5,72.91783567134269,72.91783567134269
uniform_depth_trade_125,Depth +25% + trades +25%,INTARIAN_PEPPER_ROOT,PEPPER,0,2,7662.5,68.12224448897796,68.12224448897796
uniform_depth_trade_125,Depth +25% + trades +25%,INTARIAN_PEPPER_ROOT,PEPPER,0,3,7691.0,69.05511022044088,69.05511022044088
uniform_depth_trade_125,Depth +25% + trades +25%,INTARIAN_PEPPER_ROOT,PEPPER,0,4,8593.0,72.07407407407408,72.07407407407408
uniform_depth_trade_125,Depth +25% + trades +25%,INTARIAN_PEPPER_ROOT,PEPPER,0,5,8704.0,72.883,72.883
uniform_depth_trade_125,Depth +25% + trades +25%,INTARIAN_PEPPER_ROOT,PEPPER,0,6,7479.0,72.13052208835342,72.13052208835342
uniform_depth_trade_125,Depth +25% + trades +25%,INTARIAN_PEPPER_ROOT,PEPPER,0,7,8980.0,66.234,66.234
uniform_depth_trade_125,Depth +25% + trades +25%,INTARIAN_PEPPER_ROOT,PEPPER,0,8,8180.0,69.42885771543087,69.42885771543087
uniform_depth_trade_125,Depth +25% + trades +25%,INTARIAN_PEPPER_ROOT,PEPPER,0,9,8565.0,73.244,73.244
uniform_depth_trade_125,Depth +25% + trades +25%,INTARIAN_PEPPER_ROOT,PEPPER,0,10,8193.0,66.54874371859296,66.54874371859296
uniform_depth_trade_125,Depth +25% + trades +25%,INTARIAN_PEPPER_ROOT,PEPPER,1,1,7338.0,66.17151454363089,66.17151454363089
uniform_depth_trade_125,Depth +25% + trades +25%,INTARIAN_PEPPER_ROOT,PEPPER,1,2,8389.0,67.62762762762763,67.62762762762763
uniform_depth_trade_125,Depth +25% + trades +25%,INTARIAN_PEPPER_ROOT,PEPPER,1,3,7476.0,62.728728728728726,62.728728728728726
uniform_depth_trade_125,Depth +25% + trades +25%,INTARIAN_PEPPER_ROOT,PEPPER,1,4,8023.0,69.93286573146293,69.93286573146293
uniform_depth_trade_125,Depth +25% + trades +25%,INTARIAN_PEPPER_ROOT,PEPPER,1,5,9073.0,72.38076152304609,72.38076152304609
uniform_depth_trade_125,Depth +25% + trades +25%,INTARIAN_PEPPER_ROOT,PEPPER,1,6,8433.0,75.17688442211055,75.17688442211055
uniform_depth_trade_125,Depth +25% + trades +25%,INTARIAN_PEPPER_ROOT,PEPPER,1,7,7873.0,59.36536536536536,59.36536536536536
uniform_depth_trade_125,Depth +25% + trades +25%,INTARIAN_PEPPER_ROOT,PEPPER,1,8,8236.0,67.769,67.769
uniform_depth_trade_125,Depth +25% + trades +25%,INTARIAN_PEPPER_ROOT,PEPPER,1,9,8541.0,69.94,69.94
uniform_depth_trade_125,Depth +25% + trades +25%,INTARIAN_PEPPER_ROOT,PEPPER,1,10,8085.5,64.66966966966967,64.66966966966967
uniform_depth_trade_125,Depth +25% + trades +25%,TOTAL,TOTAL,-1,1,11016.0,,
uniform_depth_trade_125,Depth +25% + trades +25%,TOTAL,TOTAL,-1,2,10532.0,,
uniform_depth_trade_125,Depth +25% + trades +25%,TOTAL,TOTAL,-1,3,10327.0,,
uniform_depth_trade_125,Depth +25% + trades +25%,TOTAL,TOTAL,-1,4,11524.0,,
uniform_depth_trade_125,Depth +25% + trades +25%,TOTAL,TOTAL,-1,5,11700.0,,
uniform_depth_trade_125,Depth +25% + trades +25%,TOTAL,TOTAL,-1,6,10592.0,,
uniform_depth_trade_125,Depth +25% + trades +25%,TOTAL,TOTAL,-1,7,11130.0,,
uniform_depth_trade_125,Depth +25% + trades +25%,TOTAL,TOTAL,-1,8,11217.0,,
uniform_depth_trade_125,Depth +25% + trades +25%,TOTAL,TOTAL,-1,9,10607.0,,
uniform_depth_trade_125,Depth +25% + trades +25%,TOTAL,TOTAL,-1,10,11140.5,,
uniform_depth_trade_125,Depth +25% + trades +25%,TOTAL,TOTAL,0,1,10828.5,,
uniform_depth_trade_125,Depth +25% + trades +25%,TOTAL,TOTAL,0,2,10542.5,,
uniform_depth_trade_125,Depth +25% + trades +25%,TOTAL,TOTAL,0,3,9850.0,,
uniform_depth_trade_125,Depth +25% + trades +25%,TOTAL,TOTAL,0,4,11510.0,,
uniform_depth_trade_125,Depth +25% + trades +25%,TOTAL,TOTAL,0,5,11933.0,,
uniform_depth_trade_125,Depth +25% + trades +25%,TOTAL,TOTAL,0,6,10193.5,,
uniform_depth_trade_125,Depth +25% + trades +25%,TOTAL,TOTAL,0,7,11491.0,,
uniform_depth_trade_125,Depth +25% + trades +25%,TOTAL,TOTAL,0,8,11626.5,,
uniform_depth_trade_125,Depth +25% + trades +25%,TOTAL,TOTAL,0,9,10996.0,,
uniform_depth_trade_125,Depth +25% + trades +25%,TOTAL,TOTAL,0,10,11109.0,,
uniform_depth_trade_125,Depth +25% + trades +25%,TOTAL,TOTAL,1,1,9752.0,,
uniform_depth_trade_125,Depth +25% + trades +25%,TOTAL,TOTAL,1,2,10727.0,,
uniform_depth_trade_125,Depth +25% + trades +25%,TOTAL,TOTAL,1,3,10008.5,,
uniform_depth_trade_125,Depth +25% + trades +25%,TOTAL,TOTAL,1,4,11108.5,,
uniform_depth_trade_125,Depth +25% + trades +25%,TOTAL,TOTAL,1,5,12306.0,,
uniform_depth_trade_125,Depth +25% + trades +25%,TOTAL,TOTAL,1,6,10745.0,,
uniform_depth_trade_125,Depth +25% + trades +25%,TOTAL,TOTAL,1,7,10281.0,,
uniform_depth_trade_125,Depth +25% + trades +25%,TOTAL,TOTAL,1,8,11356.0,,
uniform_depth_trade_125,Depth +25% + trades +25%,TOTAL,TOTAL,1,9,11006.0,,
uniform_depth_trade_125,Depth +25% + trades +25%,TOTAL,TOTAL,1,10,11032.5,,
